"time","group","sim","state","value"
49,1,143,"R",0.201
50,1,143,"R",0.201
51,1,143,"R",0.213
52,1,143,"R",0.217
53,1,143,"R",0.216
54,1,143,"R",0.23
55,1,143,"R",0.233
56,1,143,"R",0.237
57,1,143,"R",0.238
58,1,143,"R",0.231
59,1,143,"R",0.236
60,1,143,"R",0.243
61,1,143,"R",0.243
62,1,143,"R",0.247
63,1,143,"R",0.255
64,1,143,"R",0.263
65,1,143,"R",0.253
66,1,143,"R",0.251
67,1,143,"R",0.257
68,1,143,"R",0.262
69,1,143,"R",0.251
70,1,143,"R",0.249
71,1,143,"R",0.25
72,1,143,"R",0.249
73,1,143,"R",0.252
74,1,143,"R",0.246
75,1,143,"R",0.25
76,1,143,"R",0.244
77,1,143,"R",0.24
78,1,143,"R",0.248
79,1,143,"R",0.257
80,1,143,"R",0.265
1,1,143,"incidence",0
2,1,143,"incidence",0
3,1,143,"incidence",0
4,1,143,"incidence",1
5,1,143,"incidence",0
6,1,143,"incidence",0
7,1,143,"incidence",1
8,1,143,"incidence",0
9,1,143,"incidence",0
10,1,143,"incidence",2
11,1,143,"incidence",0
12,1,143,"incidence",1
13,1,143,"incidence",0
14,1,143,"incidence",1
15,1,143,"incidence",0
16,1,143,"incidence",0
17,1,143,"incidence",2
18,1,143,"incidence",1
19,1,143,"incidence",2
20,1,143,"incidence",3
21,1,143,"incidence",1
22,1,143,"incidence",2
23,1,143,"incidence",6
24,1,143,"incidence",0
25,1,143,"incidence",5
26,1,143,"incidence",1
27,1,143,"incidence",3
28,1,143,"incidence",1
29,1,143,"incidence",0
30,1,143,"incidence",5
31,1,143,"incidence",5
32,1,143,"incidence",1
33,1,143,"incidence",3
34,1,143,"incidence",2
35,1,143,"incidence",3
36,1,143,"incidence",4
37,1,143,"incidence",2
38,1,143,"incidence",2
39,1,143,"incidence",6
40,1,143,"incidence",2
41,1,143,"incidence",4
42,1,143,"incidence",1
43,1,143,"incidence",4
44,1,143,"incidence",2
45,1,143,"incidence",3
46,1,143,"incidence",3
47,1,143,"incidence",3
48,1,143,"incidence",2
49,1,143,"incidence",3
50,1,143,"incidence",2
51,1,143,"incidence",6
52,1,143,"incidence",1
53,1,143,"incidence",1
54,1,143,"incidence",3
55,1,143,"incidence",2
56,1,143,"incidence",6
57,1,143,"incidence",2
58,1,143,"incidence",1
59,1,143,"incidence",6
60,1,143,"incidence",1
61,1,143,"incidence",1
62,1,143,"incidence",1
63,1,143,"incidence",2
64,1,143,"incidence",3
65,1,143,"incidence",2
66,1,143,"incidence",0
67,1,143,"incidence",6
68,1,143,"incidence",3
69,1,143,"incidence",2
70,1,143,"incidence",7
71,1,143,"incidence",1
72,1,143,"incidence",2
73,1,143,"incidence",5
74,1,143,"incidence",0
75,1,143,"incidence",1
76,1,143,"incidence",1
77,1,143,"incidence",1
78,1,143,"incidence",2
79,1,143,"incidence",2
80,1,143,"incidence",1
1,1,144,"S",0.995
2,1,144,"S",0.993
3,1,144,"S",0.992
4,1,144,"S",0.99
5,1,144,"S",0.986
6,1,144,"S",0.983
7,1,144,"S",0.98
8,1,144,"S",0.978
9,1,144,"S",0.974
10,1,144,"S",0.965
11,1,144,"S",0.961
12,1,144,"S",0.954
13,1,144,"S",0.947
14,1,144,"S",0.937
15,1,144,"S",0.927
16,1,144,"S",0.923
17,1,144,"S",0.915
18,1,144,"S",0.912
19,1,144,"S",0.904
20,1,144,"S",0.889
21,1,144,"S",0.876
22,1,144,"S",0.861
23,1,144,"S",0.843
24,1,144,"S",0.819
25,1,144,"S",0.791
26,1,144,"S",0.762
27,1,144,"S",0.727
28,1,144,"S",0.701
29,1,144,"S",0.674
30,1,144,"S",0.635
31,1,144,"S",0.597
32,1,144,"S",0.558
33,1,144,"S",0.534
34,1,144,"S",0.497
35,1,144,"S",0.467
36,1,144,"S",0.446
37,1,144,"S",0.422
38,1,144,"S",0.396
39,1,144,"S",0.369
40,1,144,"S",0.337
41,1,144,"S",0.31
42,1,144,"S",0.293
43,1,144,"S",0.275
44,1,144,"S",0.261
45,1,144,"S",0.242
46,1,144,"S",0.233
47,1,144,"S",0.224
48,1,144,"S",0.211
49,1,144,"S",0.211
50,1,144,"S",0.199
51,1,144,"S",0.186
52,1,144,"S",0.176
53,1,144,"S",0.17
54,1,144,"S",0.168
55,1,144,"S",0.16
56,1,144,"S",0.161
57,1,144,"S",0.165
58,1,144,"S",0.155
59,1,144,"S",0.154
60,1,144,"S",0.151
61,1,144,"S",0.153
62,1,144,"S",0.16
63,1,144,"S",0.168
64,1,144,"S",0.166
65,1,144,"S",0.164
66,1,144,"S",0.163
67,1,144,"S",0.15
68,1,144,"S",0.143
69,1,144,"S",0.15
70,1,144,"S",0.15
71,1,144,"S",0.15
72,1,144,"S",0.157
73,1,144,"S",0.151
74,1,144,"S",0.156
75,1,144,"S",0.155
76,1,144,"S",0.16
77,1,144,"S",0.157
78,1,144,"S",0.161
79,1,144,"S",0.164
80,1,144,"S",0.169
1,1,144,"I",0.005
2,1,144,"I",0.007
3,1,144,"I",0.008
4,1,144,"I",0.01
5,1,144,"I",0.013
6,1,144,"I",0.016
7,1,144,"I",0.017
8,1,144,"I",0.019
9,1,144,"I",0.021
10,1,144,"I",0.03
11,1,144,"I",0.035
12,1,144,"I",0.039
13,1,144,"I",0.046
14,1,144,"I",0.055
15,1,144,"I",0.061
16,1,144,"I",0.059
17,1,144,"I",0.067
18,1,144,"I",0.072
19,1,144,"I",0.079
20,1,144,"I",0.093
21,1,144,"I",0.104
22,1,144,"I",0.119
23,1,144,"I",0.137
24,1,144,"I",0.158
25,1,144,"I",0.179
26,1,144,"I",0.202
27,1,144,"I",0.231
28,1,144,"I",0.251
29,1,144,"I",0.269
30,1,144,"I",0.298
31,1,144,"I",0.329
32,1,144,"I",0.358
33,1,144,"I",0.376
34,1,144,"I",0.405
35,1,144,"I",0.434
36,1,144,"I",0.448
37,1,144,"I",0.473
38,1,144,"I",0.496
39,1,144,"I",0.514
40,1,144,"I",0.528
41,1,144,"I",0.548
42,1,144,"I",0.55
43,1,144,"I",0.561
44,1,144,"I",0.577
45,1,144,"I",0.585
46,1,144,"I",0.584
47,1,144,"I",0.593
48,1,144,"I",0.597
49,1,144,"I",0.593
50,1,144,"I",0.585
51,1,144,"I",0.596
52,1,144,"I",0.606
53,1,144,"I",0.609
54,1,144,"I",0.612
55,1,144,"I",0.602
56,1,144,"I",0.607
57,1,144,"I",0.605
58,1,144,"I",0.613
59,1,144,"I",0.614
60,1,144,"I",0.618
61,1,144,"I",0.609
62,1,144,"I",0.601
63,1,144,"I",0.597
64,1,144,"I",0.602
65,1,144,"I",0.603
66,1,144,"I",0.6
67,1,144,"I",0.606
68,1,144,"I",0.598
69,1,144,"I",0.592
70,1,144,"I",0.595
71,1,144,"I",0.591
72,1,144,"I",0.582
73,1,144,"I",0.59
74,1,144,"I",0.58
75,1,144,"I",0.577
76,1,144,"I",0.572
77,1,144,"I",0.583
78,1,144,"I",0.581
79,1,144,"I",0.576
80,1,144,"I",0.573
1,1,144,"R",0
2,1,144,"R",0
3,1,144,"R",0
4,1,144,"R",0
5,1,144,"R",0.001
6,1,144,"R",0.001
7,1,144,"R",0.003
8,1,144,"R",0.003
9,1,144,"R",0.005
10,1,144,"R",0.005
11,1,144,"R",0.004
12,1,144,"R",0.007
13,1,144,"R",0.007
14,1,144,"R",0.008
15,1,144,"R",0.012
16,1,144,"R",0.018
17,1,144,"R",0.018
18,1,144,"R",0.016
19,1,144,"R",0.017
20,1,144,"R",0.018
21,1,144,"R",0.02
22,1,144,"R",0.02
23,1,144,"R",0.02
24,1,144,"R",0.023
25,1,144,"R",0.03
26,1,144,"R",0.036
27,1,144,"R",0.042
28,1,144,"R",0.048
29,1,144,"R",0.057
30,1,144,"R",0.067
31,1,144,"R",0.074
32,1,144,"R",0.084
33,1,144,"R",0.09
34,1,144,"R",0.098
35,1,144,"R",0.099
36,1,144,"R",0.106
37,1,144,"R",0.105
38,1,144,"R",0.108
39,1,144,"R",0.117
40,1,144,"R",0.135
41,1,144,"R",0.142
42,1,144,"R",0.157
43,1,144,"R",0.164
44,1,144,"R",0.162
45,1,144,"R",0.173
46,1,144,"R",0.183
47,1,144,"R",0.183
48,1,144,"R",0.192
49,1,144,"R",0.196
50,1,144,"R",0.216
51,1,144,"R",0.218
52,1,144,"R",0.218
53,1,144,"R",0.221
54,1,144,"R",0.22
55,1,144,"R",0.238
56,1,144,"R",0.232
57,1,144,"R",0.23
58,1,144,"R",0.232
59,1,144,"R",0.232
60,1,144,"R",0.231
61,1,144,"R",0.238
62,1,144,"R",0.239
63,1,144,"R",0.235
64,1,144,"R",0.232
65,1,144,"R",0.233
66,1,144,"R",0.237
67,1,144,"R",0.244
68,1,144,"R",0.259
69,1,144,"R",0.258
70,1,144,"R",0.255
71,1,144,"R",0.259
72,1,144,"R",0.261
73,1,144,"R",0.259
74,1,144,"R",0.264
75,1,144,"R",0.268
76,1,144,"R",0.268
77,1,144,"R",0.26
78,1,144,"R",0.258
79,1,144,"R",0.26
80,1,144,"R",0.258
1,1,144,"incidence",0
2,1,144,"incidence",0
3,1,144,"incidence",0
4,1,144,"incidence",0
5,1,144,"incidence",0
6,1,144,"incidence",1
7,1,144,"incidence",1
8,1,144,"incidence",0
9,1,144,"incidence",0
10,1,144,"incidence",1
11,1,144,"incidence",0
12,1,144,"incidence",1
13,1,144,"incidence",1
14,1,144,"incidence",1
15,1,144,"incidence",3
16,1,144,"incidence",0
17,1,144,"incidence",2
18,1,144,"incidence",0
19,1,144,"incidence",1
20,1,144,"incidence",2
21,1,144,"incidence",2
22,1,144,"incidence",1
23,1,144,"incidence",3
24,1,144,"incidence",3
25,1,144,"incidence",1
26,1,144,"incidence",1
27,1,144,"incidence",1
28,1,144,"incidence",1
29,1,144,"incidence",0
30,1,144,"incidence",8
31,1,144,"incidence",8
32,1,144,"incidence",7
33,1,144,"incidence",7
34,1,144,"incidence",3
35,1,144,"incidence",9
36,1,144,"incidence",4
37,1,144,"incidence",3
38,1,144,"incidence",6
39,1,144,"incidence",5
40,1,144,"incidence",6
41,1,144,"incidence",6
42,1,144,"incidence",3
43,1,144,"incidence",0
44,1,144,"incidence",3
45,1,144,"incidence",3
46,1,144,"incidence",1
47,1,144,"incidence",2
48,1,144,"incidence",2
49,1,144,"incidence",1
50,1,144,"incidence",4
51,1,144,"incidence",2
52,1,144,"incidence",1
53,1,144,"incidence",2
54,1,144,"incidence",3
55,1,144,"incidence",1
56,1,144,"incidence",2
57,1,144,"incidence",0
58,1,144,"incidence",1
59,1,144,"incidence",1
60,1,144,"incidence",1
61,1,144,"incidence",1
62,1,144,"incidence",1
63,1,144,"incidence",0
64,1,144,"incidence",5
65,1,144,"incidence",2
66,1,144,"incidence",1
67,1,144,"incidence",1
68,1,144,"incidence",0
69,1,144,"incidence",0
70,1,144,"incidence",1
71,1,144,"incidence",4
72,1,144,"incidence",2
73,1,144,"incidence",0
74,1,144,"incidence",1
75,1,144,"incidence",0
76,1,144,"incidence",0
77,1,144,"incidence",3
78,1,144,"incidence",3
79,1,144,"incidence",1
80,1,144,"incidence",2
1,1,145,"S",0.995
2,1,145,"S",0.994
3,1,145,"S",0.994
4,1,145,"S",0.992
5,1,145,"S",0.992
6,1,145,"S",0.99
7,1,145,"S",0.99
8,1,145,"S",0.989
9,1,145,"S",0.985
10,1,145,"S",0.981
11,1,145,"S",0.976
12,1,145,"S",0.971
13,1,145,"S",0.968
14,1,145,"S",0.964
15,1,145,"S",0.959
16,1,145,"S",0.951
17,1,145,"S",0.945
18,1,145,"S",0.934
19,1,145,"S",0.925
20,1,145,"S",0.91
21,1,145,"S",0.89
22,1,145,"S",0.872
23,1,145,"S",0.852
24,1,145,"S",0.829
25,1,145,"S",0.799
26,1,145,"S",0.77
27,1,145,"S",0.739
28,1,145,"S",0.69
29,1,145,"S",0.66
30,1,145,"S",0.639
31,1,145,"S",0.6
32,1,145,"S",0.569
33,1,145,"S",0.536
34,1,145,"S",0.493
35,1,145,"S",0.443
36,1,145,"S",0.417
37,1,145,"S",0.392
38,1,145,"S",0.359
39,1,145,"S",0.328
40,1,145,"S",0.301
41,1,145,"S",0.264
42,1,145,"S",0.244
43,1,145,"S",0.233
44,1,145,"S",0.22
45,1,145,"S",0.22
46,1,145,"S",0.205
47,1,145,"S",0.201
48,1,145,"S",0.199
49,1,145,"S",0.189
50,1,145,"S",0.192
51,1,145,"S",0.182
52,1,145,"S",0.169
53,1,145,"S",0.154
54,1,145,"S",0.155
55,1,145,"S",0.164
56,1,145,"S",0.161
57,1,145,"S",0.164
58,1,145,"S",0.153
59,1,145,"S",0.163
60,1,145,"S",0.153
61,1,145,"S",0.155
62,1,145,"S",0.161
63,1,145,"S",0.171
64,1,145,"S",0.164
65,1,145,"S",0.167
66,1,145,"S",0.166
67,1,145,"S",0.159
68,1,145,"S",0.16
69,1,145,"S",0.166
70,1,145,"S",0.159
71,1,145,"S",0.154
72,1,145,"S",0.161
73,1,145,"S",0.178
74,1,145,"S",0.18
75,1,145,"S",0.17
76,1,145,"S",0.167
77,1,145,"S",0.165
78,1,145,"S",0.163
79,1,145,"S",0.171
80,1,145,"S",0.17
1,1,145,"I",0.005
2,1,145,"I",0.006
3,1,145,"I",0.005
4,1,145,"I",0.006
5,1,145,"I",0.006
6,1,145,"I",0.008
7,1,145,"I",0.006
8,1,145,"I",0.007
9,1,145,"I",0.01
10,1,145,"I",0.014
11,1,145,"I",0.019
12,1,145,"I",0.024
13,1,145,"I",0.027
14,1,145,"I",0.032
15,1,145,"I",0.037
16,1,145,"I",0.045
17,1,145,"I",0.05
18,1,145,"I",0.059
19,1,145,"I",0.067
20,1,145,"I",0.08
21,1,145,"I",0.098
22,1,145,"I",0.116
23,1,145,"I",0.136
24,1,145,"I",0.157
25,1,145,"I",0.184
26,1,145,"I",0.211
27,1,145,"I",0.237
28,1,145,"I",0.28
29,1,145,"I",0.302
30,1,145,"I",0.321
31,1,145,"I",0.348
32,1,145,"I",0.372
33,1,145,"I",0.397
34,1,145,"I",0.428
35,1,145,"I",0.471
36,1,145,"I",0.492
37,1,145,"I",0.508
38,1,145,"I",0.539
39,1,145,"I",0.559
40,1,145,"I",0.566
41,1,145,"I",0.58
42,1,145,"I",0.589
43,1,145,"I",0.591
44,1,145,"I",0.591
45,1,145,"I",0.587
46,1,145,"I",0.599
47,1,145,"I",0.591
48,1,145,"I",0.59
49,1,145,"I",0.593
50,1,145,"I",0.592
51,1,145,"I",0.591
52,1,145,"I",0.601
53,1,145,"I",0.608
54,1,145,"I",0.614
55,1,145,"I",0.601
56,1,145,"I",0.604
57,1,145,"I",0.607
58,1,145,"I",0.607
59,1,145,"I",0.609
60,1,145,"I",0.614
61,1,145,"I",0.598
62,1,145,"I",0.592
63,1,145,"I",0.591
64,1,145,"I",0.591
65,1,145,"I",0.596
66,1,145,"I",0.595
67,1,145,"I",0.582
68,1,145,"I",0.582
69,1,145,"I",0.584
70,1,145,"I",0.586
71,1,145,"I",0.587
72,1,145,"I",0.581
73,1,145,"I",0.578
74,1,145,"I",0.577
75,1,145,"I",0.58
76,1,145,"I",0.57
77,1,145,"I",0.571
78,1,145,"I",0.571
79,1,145,"I",0.566
80,1,145,"I",0.554
1,1,145,"R",0
2,1,145,"R",0
3,1,145,"R",0.001
4,1,145,"R",0.002
5,1,145,"R",0.002
6,1,145,"R",0.002
7,1,145,"R",0.004
8,1,145,"R",0.004
9,1,145,"R",0.005
10,1,145,"R",0.005
11,1,145,"R",0.005
12,1,145,"R",0.005
13,1,145,"R",0.005
14,1,145,"R",0.004
15,1,145,"R",0.004
16,1,145,"R",0.004
17,1,145,"R",0.005
18,1,145,"R",0.007
19,1,145,"R",0.008
20,1,145,"R",0.01
21,1,145,"R",0.012
22,1,145,"R",0.012
23,1,145,"R",0.012
24,1,145,"R",0.014
25,1,145,"R",0.017
26,1,145,"R",0.019
27,1,145,"R",0.024
28,1,145,"R",0.03
29,1,145,"R",0.038
30,1,145,"R",0.04
31,1,145,"R",0.052
32,1,145,"R",0.059
33,1,145,"R",0.067
34,1,145,"R",0.079
35,1,145,"R",0.086
36,1,145,"R",0.091
37,1,145,"R",0.1
38,1,145,"R",0.102
39,1,145,"R",0.113
40,1,145,"R",0.133
41,1,145,"R",0.156
42,1,145,"R",0.167
43,1,145,"R",0.176
44,1,145,"R",0.189
45,1,145,"R",0.193
46,1,145,"R",0.196
47,1,145,"R",0.208
48,1,145,"R",0.211
49,1,145,"R",0.218
50,1,145,"R",0.216
51,1,145,"R",0.227
52,1,145,"R",0.23
53,1,145,"R",0.238
54,1,145,"R",0.231
55,1,145,"R",0.235
56,1,145,"R",0.235
57,1,145,"R",0.229
58,1,145,"R",0.24
59,1,145,"R",0.228
60,1,145,"R",0.233
61,1,145,"R",0.247
62,1,145,"R",0.247
63,1,145,"R",0.238
64,1,145,"R",0.245
65,1,145,"R",0.237
66,1,145,"R",0.239
67,1,145,"R",0.259
68,1,145,"R",0.258
69,1,145,"R",0.25
70,1,145,"R",0.255
71,1,145,"R",0.259
72,1,145,"R",0.258
73,1,145,"R",0.244
74,1,145,"R",0.243
75,1,145,"R",0.25
76,1,145,"R",0.263
77,1,145,"R",0.264
78,1,145,"R",0.266
79,1,145,"R",0.263
80,1,145,"R",0.276
1,1,145,"incidence",0
2,1,145,"incidence",0
3,1,145,"incidence",0
4,1,145,"incidence",0
5,1,145,"incidence",0
6,1,145,"incidence",0
7,1,145,"incidence",0
8,1,145,"incidence",0
9,1,145,"incidence",0
10,1,145,"incidence",0
11,1,145,"incidence",1
12,1,145,"incidence",2
13,1,145,"incidence",0
14,1,145,"incidence",1
15,1,145,"incidence",0
16,1,145,"incidence",0
17,1,145,"incidence",1
18,1,145,"incidence",2
19,1,145,"incidence",1
20,1,145,"incidence",4
21,1,145,"incidence",1
22,1,145,"incidence",1
23,1,145,"incidence",4
24,1,145,"incidence",2
25,1,145,"incidence",3
26,1,145,"incidence",5
27,1,145,"incidence",4
28,1,145,"incidence",2
29,1,145,"incidence",3
30,1,145,"incidence",1
31,1,145,"incidence",3
32,1,145,"incidence",5
33,1,145,"incidence",2
34,1,145,"incidence",3
35,1,145,"incidence",9
36,1,145,"incidence",5
37,1,145,"incidence",4
38,1,145,"incidence",4
39,1,145,"incidence",7
40,1,145,"incidence",3
41,1,145,"incidence",3
42,1,145,"incidence",9
43,1,145,"incidence",1
44,1,145,"incidence",2
45,1,145,"incidence",1
46,1,145,"incidence",1
47,1,145,"incidence",1
48,1,145,"incidence",4
49,1,145,"incidence",3
50,1,145,"incidence",0
51,1,145,"incidence",4
52,1,145,"incidence",3
53,1,145,"incidence",4
54,1,145,"incidence",1
55,1,145,"incidence",0
56,1,145,"incidence",0
57,1,145,"incidence",0
58,1,145,"incidence",1
59,1,145,"incidence",3
60,1,145,"incidence",1
61,1,145,"incidence",3
62,1,145,"incidence",6
63,1,145,"incidence",0
64,1,145,"incidence",1
65,1,145,"incidence",1
66,1,145,"incidence",2
67,1,145,"incidence",2
68,1,145,"incidence",1
69,1,145,"incidence",1
70,1,145,"incidence",1
71,1,145,"incidence",4
72,1,145,"incidence",4
73,1,145,"incidence",1
74,1,145,"incidence",2
75,1,145,"incidence",0
76,1,145,"incidence",2
77,1,145,"incidence",4
78,1,145,"incidence",1
79,1,145,"incidence",1
80,1,145,"incidence",0
1,1,146,"S",0.995
2,1,146,"S",0.993
3,1,146,"S",0.992
4,1,146,"S",0.992
5,1,146,"S",0.99
6,1,146,"S",0.989
7,1,146,"S",0.984
8,1,146,"S",0.981
9,1,146,"S",0.978
10,1,146,"S",0.976
11,1,146,"S",0.975
12,1,146,"S",0.969
13,1,146,"S",0.966
14,1,146,"S",0.96
15,1,146,"S",0.954
16,1,146,"S",0.948
17,1,146,"S",0.937
18,1,146,"S",0.925
19,1,146,"S",0.916
20,1,146,"S",0.905
21,1,146,"S",0.897
22,1,146,"S",0.886
23,1,146,"S",0.865
24,1,146,"S",0.854
25,1,146,"S",0.841
26,1,146,"S",0.826
27,1,146,"S",0.811
28,1,146,"S",0.783
29,1,146,"S",0.756
30,1,146,"S",0.721
31,1,146,"S",0.693
32,1,146,"S",0.664
33,1,146,"S",0.629
34,1,146,"S",0.595
35,1,146,"S",0.56
36,1,146,"S",0.537
37,1,146,"S",0.503
38,1,146,"S",0.472
39,1,146,"S",0.441
40,1,146,"S",0.42
41,1,146,"S",0.398
42,1,146,"S",0.364
43,1,146,"S",0.332
44,1,146,"S",0.316
45,1,146,"S",0.294
46,1,146,"S",0.277
47,1,146,"S",0.265
48,1,146,"S",0.25
49,1,146,"S",0.24
50,1,146,"S",0.227
51,1,146,"S",0.209
52,1,146,"S",0.185
53,1,146,"S",0.174
54,1,146,"S",0.168
55,1,146,"S",0.16
56,1,146,"S",0.147
57,1,146,"S",0.144
58,1,146,"S",0.145
59,1,146,"S",0.143
60,1,146,"S",0.142
61,1,146,"S",0.146
62,1,146,"S",0.154
63,1,146,"S",0.163
64,1,146,"S",0.154
65,1,146,"S",0.156
66,1,146,"S",0.149
67,1,146,"S",0.154
68,1,146,"S",0.158
69,1,146,"S",0.154
70,1,146,"S",0.156
71,1,146,"S",0.157
72,1,146,"S",0.154
73,1,146,"S",0.162
74,1,146,"S",0.164
75,1,146,"S",0.172
76,1,146,"S",0.169
77,1,146,"S",0.169
78,1,146,"S",0.168
79,1,146,"S",0.165
80,1,146,"S",0.173
1,1,146,"I",0.005
2,1,146,"I",0.007
3,1,146,"I",0.008
4,1,146,"I",0.008
5,1,146,"I",0.01
6,1,146,"I",0.011
7,1,146,"I",0.016
8,1,146,"I",0.019
9,1,146,"I",0.021
10,1,146,"I",0.022
11,1,146,"I",0.022
12,1,146,"I",0.028
13,1,146,"I",0.03
14,1,146,"I",0.036
15,1,146,"I",0.041
16,1,146,"I",0.046
17,1,146,"I",0.056
18,1,146,"I",0.066
19,1,146,"I",0.075
20,1,146,"I",0.085
21,1,146,"I",0.087
22,1,146,"I",0.093
23,1,146,"I",0.111
24,1,146,"I",0.121
25,1,146,"I",0.13
26,1,146,"I",0.146
27,1,146,"I",0.156
28,1,146,"I",0.177
29,1,146,"I",0.2
30,1,146,"I",0.229
31,1,146,"I",0.252
32,1,146,"I",0.276
33,1,146,"I",0.311
34,1,146,"I",0.34
35,1,146,"I",0.37
36,1,146,"I",0.386
37,1,146,"I",0.412
38,1,146,"I",0.436
39,1,146,"I",0.454
40,1,146,"I",0.462
41,1,146,"I",0.48
42,1,146,"I",0.504
43,1,146,"I",0.525
44,1,146,"I",0.538
45,1,146,"I",0.558
46,1,146,"I",0.569
47,1,146,"I",0.576
48,1,146,"I",0.578
49,1,146,"I",0.584
50,1,146,"I",0.591
51,1,146,"I",0.598
52,1,146,"I",0.614
53,1,146,"I",0.626
54,1,146,"I",0.625
55,1,146,"I",0.62
56,1,146,"I",0.628
57,1,146,"I",0.623
58,1,146,"I",0.619
59,1,146,"I",0.624
60,1,146,"I",0.613
61,1,146,"I",0.606
62,1,146,"I",0.612
63,1,146,"I",0.612
64,1,146,"I",0.615
65,1,146,"I",0.616
66,1,146,"I",0.615
67,1,146,"I",0.605
68,1,146,"I",0.596
69,1,146,"I",0.59
70,1,146,"I",0.586
71,1,146,"I",0.593
72,1,146,"I",0.59
73,1,146,"I",0.577
74,1,146,"I",0.575
75,1,146,"I",0.582
76,1,146,"I",0.573
77,1,146,"I",0.573
78,1,146,"I",0.574
79,1,146,"I",0.575
80,1,146,"I",0.562
1,1,146,"R",0
2,1,146,"R",0
3,1,146,"R",0
4,1,146,"R",0
5,1,146,"R",0
6,1,146,"R",0
7,1,146,"R",0
8,1,146,"R",0
9,1,146,"R",0.001
10,1,146,"R",0.002
11,1,146,"R",0.003
12,1,146,"R",0.003
13,1,146,"R",0.004
14,1,146,"R",0.004
15,1,146,"R",0.005
16,1,146,"R",0.006
17,1,146,"R",0.007
18,1,146,"R",0.009
19,1,146,"R",0.009
20,1,146,"R",0.01
21,1,146,"R",0.016
22,1,146,"R",0.021
23,1,146,"R",0.024
24,1,146,"R",0.025
25,1,146,"R",0.029
26,1,146,"R",0.028
27,1,146,"R",0.033
28,1,146,"R",0.04
29,1,146,"R",0.044
30,1,146,"R",0.05
31,1,146,"R",0.055
32,1,146,"R",0.06
33,1,146,"R",0.06
34,1,146,"R",0.065
35,1,146,"R",0.07
36,1,146,"R",0.077
37,1,146,"R",0.085
38,1,146,"R",0.092
39,1,146,"R",0.105
40,1,146,"R",0.118
41,1,146,"R",0.122
42,1,146,"R",0.132
43,1,146,"R",0.143
44,1,146,"R",0.146
45,1,146,"R",0.148
46,1,146,"R",0.154
47,1,146,"R",0.159
48,1,146,"R",0.172
49,1,146,"R",0.176
50,1,146,"R",0.182
51,1,146,"R",0.193
52,1,146,"R",0.201
53,1,146,"R",0.2
54,1,146,"R",0.207
55,1,146,"R",0.22
56,1,146,"R",0.225
57,1,146,"R",0.233
58,1,146,"R",0.236
59,1,146,"R",0.233
60,1,146,"R",0.245
61,1,146,"R",0.248
62,1,146,"R",0.234
63,1,146,"R",0.225
64,1,146,"R",0.231
65,1,146,"R",0.228
66,1,146,"R",0.236
67,1,146,"R",0.241
68,1,146,"R",0.246
69,1,146,"R",0.256
70,1,146,"R",0.258
71,1,146,"R",0.25
72,1,146,"R",0.256
73,1,146,"R",0.261
74,1,146,"R",0.261
75,1,146,"R",0.246
76,1,146,"R",0.258
77,1,146,"R",0.258
78,1,146,"R",0.258
79,1,146,"R",0.26
80,1,146,"R",0.265
1,1,146,"incidence",0
2,1,146,"incidence",0
3,1,146,"incidence",0
4,1,146,"incidence",0
5,1,146,"incidence",0
6,1,146,"incidence",0
7,1,146,"incidence",1
8,1,146,"incidence",0
9,1,146,"incidence",0
10,1,146,"incidence",1
11,1,146,"incidence",0
12,1,146,"incidence",2
13,1,146,"incidence",1
14,1,146,"incidence",1
15,1,146,"incidence",1
16,1,146,"incidence",0
17,1,146,"incidence",1
18,1,146,"incidence",3
19,1,146,"incidence",1
20,1,146,"incidence",1
21,1,146,"incidence",0
22,1,146,"incidence",0
23,1,146,"incidence",2
24,1,146,"incidence",2
25,1,146,"incidence",1
26,1,146,"incidence",4
27,1,146,"incidence",3
28,1,146,"incidence",3
29,1,146,"incidence",1
30,1,146,"incidence",3
31,1,146,"incidence",3
32,1,146,"incidence",2
33,1,146,"incidence",6
34,1,146,"incidence",4
35,1,146,"incidence",5
36,1,146,"incidence",8
37,1,146,"incidence",1
38,1,146,"incidence",5
39,1,146,"incidence",1
40,1,146,"incidence",5
41,1,146,"incidence",1
42,1,146,"incidence",5
43,1,146,"incidence",1
44,1,146,"incidence",3
45,1,146,"incidence",5
46,1,146,"incidence",4
47,1,146,"incidence",2
48,1,146,"incidence",4
49,1,146,"incidence",4
50,1,146,"incidence",3
51,1,146,"incidence",3
52,1,146,"incidence",5
53,1,146,"incidence",1
54,1,146,"incidence",0
55,1,146,"incidence",5
56,1,146,"incidence",3
57,1,146,"incidence",5
58,1,146,"incidence",1
59,1,146,"incidence",3
60,1,146,"incidence",2
61,1,146,"incidence",0
62,1,146,"incidence",1
63,1,146,"incidence",3
64,1,146,"incidence",5
65,1,146,"incidence",2
66,1,146,"incidence",2
67,1,146,"incidence",0
68,1,146,"incidence",4
69,1,146,"incidence",1
70,1,146,"incidence",4
71,1,146,"incidence",3
72,1,146,"incidence",1
73,1,146,"incidence",1
74,1,146,"incidence",1
75,1,146,"incidence",1
76,1,146,"incidence",2
77,1,146,"incidence",2
78,1,146,"incidence",1
79,1,146,"incidence",4
80,1,146,"incidence",0
1,1,147,"S",0.995
2,1,147,"S",0.995
3,1,147,"S",0.994
4,1,147,"S",0.993
5,1,147,"S",0.992
6,1,147,"S",0.99
